
   The included below is "mass table" calculated with the NL3* covariant 
energy density functional. It represent a part of the study of the global
performance of covariant energy density functionals and assesment of 
related systematic theoretical uncertainties. The major results of this
study are presented in the following publication: 

      S. E. Agbemava, A. V. Afanasjev, D. Ray and P. Ring,
     "Global performance of covariant energy density functionals: 
      Ground state observables of even-even nuclei and the estimate 
      of theoretical uncertainties", 
      Physical Review C 89, 054320 (2014)

with additional analysis provided in two follow-up publications 

      A.V.Afanasjev and S.E.Agbemava,
      "Covariant energy density functionals: Nuclear matter constraints 
       and global ground state properties"
      Phys. Rev. C 93, 054310 (2016)

      A.V. Afanasjev, S.E. Agbemava, D. Ray and P.Ring,
      "Neutron drip line: Single-particle degrees of freedom and
      pairing properties as sources of theoretical uncertainties"
      Phys. Rev. C 91, 014324 (2015).

 
  If you have questions, please, contact Anatoli Afanasjev at 
           Anatoli.Afanasjev@gmail.com

------------------------------------------------------------------------

  THE NOTATION OF THE OBSERVABLES INCLUDED INTO TABLE
 
  Z    - proton number
  N    - neutron number
 def   - equilibrium quadrupole deformation
  E    - total binding energy  (in MeV)
Lam_n  - neutron chemical potential  (in MeV)
Lam_p  - proton chemical potential (in MeV)
Ep_n   - neutron pairing energy  (in MeV)
Ep_p   - proton pairing energy  (in MeV)
Rc     - charge radius  (in fm)
B2_n   - neutron quadrupole deformation
B2_p   - proton quadrupole deformation
B4_n   - neutron hexadecapole deformation
B4_p   - neutron hexadecapole deformation
R2_n   - neutron mass radius (in fm)
R2_p   - proton mass radius (in fm)

c --------------------------------------------------------------------------
    This part of Fortran subroutine shows the formating used in the reading
    of the data from the table. 
  
     icount=2004
      do i=1,icount
        read(20,805) Z,N,def,E,ALam_n,ALam_p,Ep_n,Ep_p,Rc,
     *                B2_n,B2_p,B4_n,B4_p,R2_n,R2_p
      enddo
 78 130  0.000  -1616.964  -3.2 -10.4 -15.55 -14.19  5.515  0.000  0.000  0.000  0.000  5.822  5.457
 78 132  0.000  -1623.232  -3.1 -10.8 -21.08 -14.52  5.534  0.000  0.000  0.000  0.000  5.858  5.476
 78 134  0.060  -1629.388  -3.1 -11.0 -23.46 -14.00  5.555  0.062  0.056  0.013  0.006  5.895  5.497
 78 136  0.103  -1635.597  -3.1 -11.1 -23.77 -14.10  5.577  0.108  0.093  0.033  0.015  5.936  5.520
 78 138  0.137  -1641.757  -3.1 -11.3 -24.19 -15.28  5.601  0.145  0.124  0.046  0.024  5.977  5.544
 78 140  0.218  -1647.959  -3.2 -11.5 -21.60 -17.43  5.649  0.223  0.210  0.103  0.075  6.033  5.592
 78 142  0.264  -1654.479  -3.2 -11.8 -20.33 -16.95  5.687  0.267  0.258  0.126  0.099  6.081  5.630
 78 144  0.289  -1660.849  -3.1 -12.1 -20.07 -16.41  5.715  0.291  0.284  0.122  0.100  6.121  5.659
 78 146  0.303  -1666.903  -2.9 -12.4 -20.17 -15.79  5.738  0.305  0.299  0.108  0.092  6.157  5.682
 78 148  0.311  -1672.587  -2.8 -12.7 -20.37 -15.20  5.759  0.313  0.308  0.089  0.081  6.191  5.703
 78 150  0.316  -1677.880  -2.6 -13.0 -20.68 -14.72  5.777  0.318  0.313  0.069  0.069  6.224  5.722
 78 152  0.318  -1682.781  -2.4 -13.4 -21.26 -14.36  5.794  0.319  0.315  0.048  0.056  6.256  5.738
 78 154  0.316  -1687.303  -2.2 -13.7 -22.00 -14.09  5.809  0.317  0.314  0.027  0.043  6.287  5.753
 78 156  0.311  -1691.470  -2.0 -14.0 -22.77 -13.94  5.822  0.312  0.309  0.007  0.030  6.316  5.767
 78 158  0.304  -1695.302  -1.8 -14.3 -23.48 -13.95  5.835  0.304  0.303 -0.012  0.017  6.344  5.779
 78 160  0.294  -1698.815  -1.7 -14.7 -24.15 -14.14  5.845  0.294  0.294 -0.029  0.005  6.371  5.790
 78 162  0.284  -1702.022  -1.5 -14.9 -24.84 -14.50  5.855  0.283  0.285 -0.046 -0.006  6.399  5.800
 78 164  0.272  -1704.933  -1.4 -15.2 -25.44 -15.05  5.864  0.271  0.274 -0.060 -0.016  6.426  5.809
 78 166 -0.182  -1707.672  -1.5 -15.7 -31.42 -18.59  5.820 -0.186 -0.173 -0.027 -0.010  6.430  5.764
 78 168 -0.166  -1710.566  -1.4 -16.0 -31.66 -18.48  5.826 -0.169 -0.159 -0.040 -0.019  6.454  5.770
 78 170 -0.149  -1713.267  -1.3 -16.3 -31.64 -18.31  5.832 -0.152 -0.144 -0.049 -0.026  6.478  5.777
 78 172 -0.131  -1715.782  -1.2 -16.6 -31.65 -18.22  5.839 -0.132 -0.128 -0.054 -0.029  6.502  5.784
 78 174 -0.108  -1718.146  -1.2 -16.9 -31.67 -18.43  5.844 -0.108 -0.108 -0.051 -0.029  6.525  5.789
 78 176  0.000  -1720.589  -1.3 -17.3 -35.70 -20.62  5.838  0.000  0.000  0.000  0.000  6.544  5.783
 78 178  0.000  -1723.107  -1.2 -17.6 -31.02 -20.93  5.852  0.000  0.000  0.000  0.000  6.569  5.797
 78 180  0.000  -1725.356  -1.1 -17.9 -25.15 -21.26  5.865  0.000  0.000  0.000  0.000  6.593  5.810
 78 182  0.000  -1727.252  -0.8 -18.2 -17.40 -21.59  5.878  0.000  0.000  0.000  0.000  6.617  5.824
 78 184  0.000  -1728.513  -0.3 -18.5  -6.54 -21.93  5.892  0.000  0.000  0.000  0.000  6.639  5.837
 80  90 -0.006  -1312.062 -11.0   0.1 -12.94  -5.98  5.303 -0.006 -0.006 -0.001 -0.001  5.231  5.242
 80  92 -0.005  -1333.726 -10.6  -0.5 -14.14  -5.78  5.317 -0.005 -0.005 -0.001 -0.001  5.265  5.256
 80  94  0.000  -1354.608 -10.3  -1.0 -16.66  -5.63  5.330  0.000  0.000  0.000  0.000  5.297  5.269
 80  96 -0.081  -1374.921 -10.1  -1.1 -18.86  -1.91  5.343 -0.083 -0.079 -0.001 -0.007  5.332  5.282
 80  98 -0.103  -1394.864  -9.9  -1.3 -20.10  -0.02  5.356 -0.106 -0.100  0.000 -0.009  5.364  5.296
 80 100  0.306  -1414.519  -9.9  -1.2  -9.09 -12.34  5.443  0.306  0.306  0.081  0.076  5.465  5.384
 80 102  0.310  -1434.049  -9.6  -1.7  -8.13 -11.61  5.458  0.309  0.310  0.057  0.056  5.496  5.399
 80 104  0.309  -1452.804  -9.1  -2.2  -5.99 -11.03  5.472  0.309  0.310  0.033  0.036  5.525  5.413
 80 106  0.299  -1470.517  -8.6  -2.7  -6.12 -10.67  5.480  0.298  0.299  0.007  0.015  5.550  5.422
 80 108  0.288  -1487.264  -8.1  -3.2  -6.14 -10.63  5.489  0.287  0.289 -0.019 -0.006  5.575  5.431
 80 110 -0.141  -1503.938  -8.3  -4.4 -18.53  -3.31  5.432 -0.147 -0.133 -0.014 -0.018  5.548  5.372
 80 112 -0.135  -1520.294  -8.1  -4.9 -17.53  -2.57  5.440 -0.141 -0.126 -0.021 -0.023  5.573  5.381
 80 114 -0.127  -1536.112  -7.8  -5.3 -16.36  -1.64  5.448 -0.132 -0.118 -0.025 -0.025  5.597  5.389
 80 116 -0.115  -1551.403  -7.5  -5.8 -15.19  -0.36  5.455 -0.120 -0.107 -0.026 -0.026  5.619  5.396
 80 118 -0.101  -1566.205  -7.3  -6.3 -13.66  -0.06  5.463 -0.105 -0.095 -0.026 -0.025  5.643  5.404
 80 120  0.000  -1580.575  -7.3  -7.4 -15.37  -4.37  5.468  0.000  0.000  0.000  0.000  5.663  5.409
 80 122  0.000  -1594.928  -7.1  -7.9 -11.35  -5.12  5.477  0.000  0.000  0.000  0.000  5.689  5.418
 80 124  0.000  -1608.780  -6.8  -8.3  -6.44  -6.00  5.485  0.000  0.000  0.000  0.000  5.716  5.427
 80 126  0.000  -1622.056  -7.3  -8.7   0.00  -6.71  5.492  0.000  0.000  0.000  0.000  5.742  5.434
 80 128  0.000  -1629.409  -3.6  -9.1  -8.03  -6.98  5.514  0.000  0.000  0.000  0.000  5.779  5.455
 80 130  0.000  -1636.549  -3.5  -9.5 -14.34  -7.25  5.534  0.000  0.000  0.000  0.000  5.815  5.476
 80 132  0.000  -1643.504  -3.4  -9.9 -19.45  -7.53  5.553  0.000  0.000  0.000  0.000  5.850  5.495
 80 134  0.000  -1650.285  -3.4 -10.2 -23.65  -7.80  5.572  0.000  0.000  0.000  0.000  5.884  5.514
 80 136  0.000  -1656.896  -3.3 -10.6 -27.10  -8.08  5.590  0.000  0.000  0.000  0.000  5.918  5.532
 80 138  0.035  -1663.340  -3.2 -10.9 -29.31  -8.31  5.607  0.038  0.030  0.003  0.001  5.952  5.550
 80 140  0.202  -1669.777  -3.5 -10.7 -19.68 -15.63  5.665  0.209  0.191  0.105  0.078  6.022  5.609
 80 142  0.247  -1676.843  -3.5 -11.0 -17.98 -15.99  5.701  0.252  0.237  0.126  0.098  6.067  5.644
 80 144  0.272  -1683.797  -3.4 -11.3 -17.32 -15.96  5.729  0.277  0.265  0.124  0.100  6.107  5.672
 80 146  0.288  -1690.464  -3.3 -11.6 -17.15 -15.76  5.752  0.292  0.281  0.111  0.093  6.143  5.696
 80 148  0.298  -1696.770  -3.1 -11.9 -17.16 -15.51  5.773  0.301  0.292  0.092  0.082  6.177  5.718
 80 150  0.304  -1702.683  -2.9 -12.2 -17.45 -15.24  5.792  0.306  0.299  0.071  0.068  6.209  5.737
 80 152  0.305  -1708.200  -2.7 -12.5 -18.21 -14.93  5.809  0.308  0.301  0.048  0.053  6.241  5.754
 80 154  0.304  -1713.353  -2.5 -12.8 -18.97 -14.55  5.825  0.306  0.300  0.025  0.038  6.272  5.770
 80 156  0.299  -1718.171  -2.3 -13.1 -19.40 -14.15  5.839  0.301  0.296  0.003  0.023  6.300  5.784
 80 158  0.293  -1722.658  -2.2 -13.5 -19.51 -13.86  5.853  0.294  0.290 -0.018  0.009  6.328  5.798
 80 160  0.284  -1726.802  -2.0 -13.8 -19.74 -13.75  5.864  0.285  0.283 -0.036 -0.003  6.355  5.810
 80 162  0.274  -1730.599  -1.8 -14.1 -20.35 -13.89  5.875  0.274  0.275 -0.052 -0.014  6.382  5.820
 80 164  0.263  -1734.073  -1.7 -14.4 -20.93 -14.30  5.883  0.262  0.265 -0.066 -0.023  6.409  5.829
 80 166 -0.177  -1737.784  -1.8 -15.0 -28.18 -14.80  5.839 -0.182 -0.167 -0.024 -0.012  6.413  5.784
 80 168 -0.164  -1741.276  -1.7 -15.3 -28.20 -14.69  5.847 -0.168 -0.155 -0.037 -0.019  6.437  5.792
 80 170 -0.150  -1744.558  -1.6 -15.5 -27.94 -14.58  5.855 -0.153 -0.143 -0.046 -0.025  6.461  5.800
 80 172 -0.133  -1747.639  -1.5 -15.8 -27.73 -14.50  5.861 -0.135 -0.128 -0.051 -0.028  6.484  5.807
 80 174 -0.109  -1750.567  -1.4 -16.1 -27.84 -14.57  5.866 -0.110 -0.107 -0.049 -0.028  6.506  5.811
 80 176  0.000  -1753.801  -1.6 -16.5 -32.77 -14.64  5.856  0.000  0.000  0.000  0.000  6.523  5.801
 80 178  0.000  -1756.939  -1.5 -16.8 -28.01 -15.06  5.869  0.000  0.000  0.000  0.000  6.548  5.814
 80 180  0.000  -1759.830  -1.4 -17.1 -22.02 -15.50  5.881  0.000  0.000  0.000  0.000  6.573  5.827
 80 182  0.000  -1762.408  -1.2 -17.4 -14.08 -15.95  5.894  0.000  0.000  0.000  0.000  6.597  5.839
 80 184  0.000  -1764.469  -0.4 -17.7  -0.29 -16.42  5.906  0.000  0.000  0.000  0.000  6.618  5.852
 82  94 -0.001  -1355.263 -10.8  -0.7 -15.69   0.00  5.353 -0.001 -0.001 -0.001 -0.001  5.301  5.293
 82  96  0.000  -1376.507 -10.5  -1.2 -18.19   0.00  5.363  0.000  0.000  0.000  0.000  5.331  5.303
 82  98  0.000  -1397.173 -10.2  -1.7 -20.32   0.00  5.373  0.000  0.000  0.000  0.000  5.361  5.313
 82 100  0.000  -1417.283  -9.9  -0.4 -22.17   0.00  5.383  0.000  0.000  0.000  0.000  5.390  5.323
 82 102  0.000  -1436.869  -9.7  -2.6 -23.80   0.00  5.393  0.000  0.000  0.000  0.000  5.419  5.333
 82 104  0.304  -1456.001  -9.6  -1.3  -5.01 -12.92  5.498  0.304  0.304  0.038  0.043  5.530  5.440
 82 106 -0.178  -1474.909  -9.3  -2.0 -15.62  -1.75  5.453 -0.182 -0.172  0.022  0.012  5.511  5.394
 82 108 -0.174  -1493.288  -9.1  -2.5 -15.71  -1.82  5.463 -0.179 -0.168  0.012  0.005  5.538  5.404
 82 110 -0.169  -1511.095  -8.8  -3.0 -15.47  -2.02  5.472 -0.173 -0.164  0.002 -0.002  5.563  5.413
 82 112 -0.163  -1528.354  -8.5  -3.4 -14.66  -2.32  5.481 -0.166 -0.158 -0.007 -0.008  5.588  5.423
 82 114 -0.156  -1545.061  -8.2  -3.9 -13.31  -2.64  5.490 -0.159 -0.152 -0.014 -0.012  5.613  5.431
 82 116  0.000  -1561.673  -8.2  -6.0 -21.97   0.00  5.463  0.000  0.000  0.000  0.000  5.609  5.404
 82 118  0.000  -1577.916  -8.0  -6.4 -19.11   0.00  5.473  0.000  0.000  0.000  0.000  5.635  5.414
 82 120  0.000  -1593.749  -7.8  -5.5 -15.48   0.00  5.482  0.000  0.000  0.000  0.000  5.660  5.424
 82 122  0.000  -1609.137  -7.6  -7.5 -11.02   0.00  5.492  0.000  0.000  0.000  0.000  5.686  5.433
 82 124  0.000  -1624.012  -7.3  -8.0  -5.79   0.00  5.501  0.000  0.000  0.000  0.000  5.711  5.442
 82 126  0.000  -1638.234  -7.5  -6.8   0.00   0.00  5.509  0.000  0.000  0.000  0.000  5.738  5.450
 82 128  0.000  -1646.277  -4.0  -7.3  -7.44   0.00  5.529  0.000  0.000  0.000  0.000  5.774  5.471
 82 130  0.000  -1654.107  -3.9  -7.7 -13.34  -0.02  5.549  0.000  0.000  0.000  0.000  5.808  5.491
 82 132  0.000  -1661.748  -3.8  -8.2 -18.11   0.00  5.567  0.000  0.000  0.000  0.000  5.842  5.510
 82 134  0.000  -1669.209  -3.7  -8.6 -22.02   0.00  5.585  0.000  0.000  0.000  0.000  5.876  5.528
 82 136  0.000  -1676.490  -3.6  -9.0 -25.21  -0.12  5.603  0.000  0.000  0.000  0.000  5.909  5.545
 82 138  0.000  -1683.591  -3.5  -9.4 -27.81  -0.47  5.620  0.000  0.000  0.000  0.000  5.941  5.563
 82 140  0.000  -1690.511  -3.4  -9.8 -29.96  -0.94  5.637  0.000  0.000  0.000  0.000  5.973  5.580
 82 142  0.228  -1697.679  -3.8 -10.2 -16.39 -13.98  5.715  0.236  0.216  0.126  0.099  6.056  5.658
 82 144  0.255  -1705.182  -3.7 -10.5 -15.31 -14.90  5.742  0.262  0.244  0.127  0.103  6.095  5.686
 82 146  0.273  -1712.428  -3.5 -10.8 -14.73 -15.53  5.766  0.279  0.264  0.116  0.098  6.131  5.711
 82 148  0.285  -1719.329  -3.4 -11.1 -14.48 -15.87  5.788  0.290  0.277  0.098  0.086  6.165  5.733
 82 150  0.292  -1725.839  -3.2 -11.4 -14.67 -15.95  5.808  0.296  0.285  0.076  0.072  6.197  5.753
 82 152  0.294  -1731.948  -3.0 -11.7 -15.67 -15.74  5.825  0.298  0.287  0.051  0.055  6.228  5.770
 82 154  0.292  -1737.713  -2.8 -12.0 -16.57 -15.31  5.840  0.295  0.286  0.026  0.038  6.258  5.785
 82 156  0.287  -1743.173  -2.7 -12.3 -16.81 -14.78  5.854  0.290  0.281  0.003  0.021  6.286  5.799
 82 158  0.280  -1748.319  -2.5 -12.6 -16.50 -14.29  5.867  0.282  0.275 -0.018  0.006  6.313  5.812
 82 160  0.272  -1753.108  -2.3 -12.9 -16.35 -13.95  5.879  0.274  0.268 -0.037 -0.007  6.339  5.824
 82 162  0.261  -1757.519  -2.1 -13.2 -17.01 -13.84  5.889  0.263  0.259 -0.053 -0.018  6.366  5.835
 82 164 -0.185  -1762.092  -2.2 -13.8 -25.09 -10.23  5.851 -0.191 -0.173 -0.009 -0.006  6.373  5.796
 82 166 -0.176  -1766.425  -2.1 -14.1 -25.07 -10.23  5.861 -0.181 -0.165 -0.021 -0.012  6.399  5.806
 82 168 -0.165  -1770.507  -2.0 -14.4 -24.93 -10.30  5.871 -0.170 -0.156 -0.032 -0.018  6.423  5.816
 82 170 -0.154  -1774.356  -1.9 -14.7 -24.46 -10.50  5.880 -0.157 -0.146 -0.042 -0.023  6.448  5.825
 82 172 -0.140  -1777.980  -1.8 -15.0 -23.87 -10.88  5.888 -0.143 -0.135 -0.047 -0.026  6.471  5.833
 82 174 -0.120  -1781.418  -1.7 -15.2 -23.65 -11.72  5.894 -0.122 -0.117 -0.047 -0.026  6.493  5.840
 82 176  0.000  -1785.371  -1.9 -15.5 -30.23 -10.44  5.874  0.000  0.000  0.000  0.000  6.505  5.819
 82 178  0.000  -1789.137  -1.8 -15.8 -25.52 -10.98  5.886  0.000  0.000  0.000  0.000  6.531  5.831
 82 180  0.000  -1792.678  -1.7 -16.1 -19.64 -11.53  5.898  0.000  0.000  0.000  0.000  6.556  5.844
 82 182  0.000  -1795.940  -1.6 -16.4 -11.94 -12.09  5.910  0.000  0.000  0.000  0.000  6.580  5.856
 82 184  0.000  -1798.789  -0.7 -16.8  -0.02 -12.66  5.922  0.000  0.000  0.000  0.000  6.602  5.867
 84 104  0.303  -1457.469 -10.1  -0.5  -3.91 -14.42  5.527  0.303  0.303  0.045  0.053  5.537  5.469
 84 106  0.283  -1477.071  -9.6  -0.9  -5.07 -13.71  5.529  0.284  0.281  0.015  0.025  5.557  5.471
 84 108 -0.191  -1496.445  -9.5  -1.1 -13.31  -4.95  5.504 -0.194 -0.188  0.016  0.009  5.554  5.445
 84 110 -0.181  -1515.245  -9.3  -1.5 -13.49  -4.43  5.511 -0.184 -0.178  0.001 -0.003  5.578  5.453
 84 112 -0.173  -1533.508  -9.0  -2.0 -12.86  -4.05  5.520 -0.175 -0.170 -0.011 -0.013  5.602  5.461
 84 114 -0.165  -1551.216  -8.7  -2.5 -11.63  -3.93  5.527 -0.166 -0.162 -0.019 -0.018  5.625  5.469
 84 116 -0.156  -1568.341  -8.4  -3.0  -9.96  -4.21  5.534 -0.157 -0.153 -0.021 -0.020  5.647  5.476
 84 118 -0.041  -1585.370  -8.5  -3.5 -16.14  -5.55  5.511 -0.043 -0.037  0.001  0.002  5.646  5.453
 84 120  0.000  -1602.186  -8.3  -3.9 -13.58  -6.24  5.519  0.000  0.000  0.000  0.000  5.669  5.461
 84 122  0.000  -1618.544  -8.1  -4.4  -9.47  -6.24  5.528  0.000  0.000  0.000  0.000  5.694  5.470
 84 124  0.000  -1634.332  -7.7  -4.8  -4.83  -6.24  5.536  0.000  0.000  0.000  0.000  5.720  5.478
 84 126  0.000  -1649.380  -7.9  -5.1   0.00  -6.26  5.544  0.000  0.000  0.000  0.000  5.746  5.486
 84 128  0.000  -1658.437  -4.5  -5.7  -6.73  -6.47  5.566  0.000  0.000  0.000  0.000  5.781  5.508
 84 130  0.000  -1667.261  -4.4  -6.2 -11.96  -6.68  5.586  0.000  0.000  0.000  0.000  5.815  5.529
 84 132  0.000  -1675.872  -4.3  -6.8 -16.09  -6.92  5.606  0.000  0.000  0.000  0.000  5.848  5.549
 84 134  0.000  -1684.270  -4.1  -7.2 -19.41  -7.16  5.625  0.000  0.000  0.000  0.000  5.881  5.568
 84 136  0.000  -1692.454  -4.0  -7.7 -22.12  -7.41  5.643  0.000  0.000  0.000  0.000  5.913  5.586
 84 138  0.130  -1700.585  -4.1  -8.7 -18.11  -7.60  5.671  0.138  0.117  0.081  0.062  5.962  5.614
 84 140  0.178  -1708.766  -4.1  -9.1 -16.80  -9.17  5.701  0.187  0.163  0.110  0.086  6.006  5.645
 84 142  0.212  -1716.956  -4.1  -9.4 -15.29 -10.89  5.729  0.222  0.197  0.126  0.100  6.046  5.673
 84 144  0.241  -1725.022  -4.0  -9.7 -13.78 -13.05  5.757  0.249  0.227  0.130  0.107  6.085  5.701
 84 146  0.262  -1732.852  -3.8 -10.0 -12.72 -14.77  5.783  0.269  0.250  0.122  0.105  6.122  5.727
 84 148  0.276  -1740.351  -3.7 -10.3 -12.17 -15.78  5.806  0.282  0.266  0.105  0.094  6.155  5.750
 84 150  0.284  -1747.454  -3.4 -10.6 -12.21 -16.23  5.825  0.289  0.275  0.083  0.079  6.188  5.770
 84 152  0.284  -1754.139  -3.3 -10.9 -13.54 -16.11  5.841  0.289  0.276  0.057  0.060  6.218  5.786
 84 154  0.280  -1760.495  -3.1 -11.2 -14.68 -15.67  5.855  0.285  0.271  0.031  0.041  6.246  5.800
 84 156  0.273  -1766.576  -3.0 -11.5 -14.93 -15.10  5.867  0.278  0.264  0.007  0.023  6.273  5.812
 84 158  0.265  -1772.367  -2.8 -11.8 -14.40 -14.55  5.879  0.270  0.257 -0.014  0.007  6.299  5.824
 84 160  0.256  -1777.799  -2.6 -12.1 -14.07 -14.07  5.890  0.261  0.248 -0.034 -0.007  6.324  5.836
 84 162 -0.191  -1783.010  -2.7 -12.4 -22.63  -7.42  5.866 -0.197 -0.179  0.002 -0.003  6.338  5.811
 84 164 -0.186  -1788.277  -2.6 -12.7 -22.10  -7.18  5.877 -0.192 -0.174 -0.009 -0.009  6.364  5.822
 84 166 -0.178  -1793.241  -2.4 -13.0 -21.92  -7.03  5.888 -0.183 -0.167 -0.020 -0.016  6.389  5.833
 84 168 -0.168  -1797.930  -2.3 -13.4 -21.76  -7.08  5.898 -0.173 -0.159 -0.031 -0.021  6.414  5.843
 84 170 -0.158  -1802.370  -2.2 -13.7 -21.27  -7.40  5.907 -0.161 -0.150 -0.040 -0.026  6.438  5.853
 84 172 -0.145  -1806.573  -2.0 -14.0 -20.50  -8.14  5.916 -0.148 -0.139 -0.046 -0.028  6.461  5.861
 84 174 -0.126  -1810.574  -2.0 -14.3 -20.17  -9.84  5.922 -0.128 -0.122 -0.046 -0.026  6.482  5.867
 84 176 -0.002  -1815.001  -2.3 -14.6 -27.71 -11.43  5.901 -0.002 -0.002  0.000  0.000  6.492  5.847
 84 178 -0.001  -1819.425  -2.2 -14.9 -23.16 -11.65  5.912 -0.001 -0.001  0.000  0.000  6.518  5.858
 84 180  0.000  -1823.637  -2.1 -15.2 -17.53 -11.88  5.923  0.000  0.000  0.000  0.000  6.543  5.869
 84 182  0.000  -1827.595  -1.9 -15.5 -10.32 -12.10  5.934  0.000  0.000  0.000  0.000  6.568  5.879
 84 184  0.000  -1831.205  -0.9 -15.8   0.00 -12.33  5.944  0.000  0.000  0.000  0.000  6.592  5.889
 84 186  0.000  -1831.307   0.0 -16.0 -10.74 -12.51  5.957  0.000  0.000  0.000  0.000  6.630  5.903
 86 106  0.180  -1477.760 -10.3  -0.3 -11.86  -5.75  5.511  0.190  0.168  0.047  0.050  5.527  5.453
 86 108  0.173  -1498.106 -10.0  -0.8 -11.27  -5.92  5.520  0.182  0.162  0.031  0.037  5.551  5.461
 86 110  0.158  -1517.753  -9.7  -1.3 -11.81  -5.62  5.525  0.166  0.148  0.018  0.026  5.573  5.467
 86 112  0.140  -1536.869  -9.4  -1.7 -12.44  -5.41  5.530  0.146  0.131  0.008  0.017  5.594  5.472
 86 114  0.122  -1555.519  -9.2  -2.2 -12.37  -5.56  5.536  0.128  0.115 -0.002  0.007  5.615  5.477
 86 116  0.103  -1573.726  -9.0  -2.6 -11.92  -5.90  5.542  0.108  0.097 -0.010 -0.001  5.637  5.484
 86 118  0.079  -1591.532  -8.8  -2.9 -11.65  -6.43  5.548  0.081  0.075 -0.010 -0.003  5.658  5.490
 86 120 -0.055  -1609.075  -8.7  -3.2 -10.20  -7.08  5.555 -0.057 -0.053 -0.004 -0.001  5.680  5.497
 86 122  0.000  -1626.263  -8.5  -3.6  -7.98  -8.52  5.562  0.000  0.000  0.000  0.000  5.703  5.504
 86 124  0.000  -1642.906  -8.1  -4.0  -4.00  -8.53  5.570  0.000  0.000  0.000  0.000  5.728  5.512
 86 126  0.000  -1658.725  -6.5  -4.3   0.00  -8.59  5.577  0.000  0.000  0.000  0.000  5.754  5.520
 86 128  0.000  -1668.835  -5.0  -4.9  -6.07  -8.70  5.599  0.000  0.000  0.000  0.000  5.788  5.542
 86 130  0.000  -1678.694  -4.9  -5.4 -10.61  -8.84  5.620  0.000  0.000  0.000  0.000  5.821  5.563
 86 132  0.063  -1688.366  -4.9  -6.1 -11.08  -6.78  5.643  0.063  0.063  0.027  0.023  5.857  5.586
 86 134  0.100  -1697.994  -4.8  -6.6 -12.00  -4.86  5.662  0.103  0.096  0.060  0.048  5.894  5.605
 86 136  0.125  -1707.414  -4.6  -7.1 -13.68  -4.21  5.680  0.130  0.116  0.080  0.063  5.930  5.624
 86 138  0.147  -1716.589  -4.5  -7.5 -15.15  -4.39  5.700  0.154  0.135  0.095  0.075  5.965  5.643
 86 140  0.173  -1725.582  -4.5  -8.0 -15.33  -5.89  5.722  0.182  0.158  0.111  0.088  6.002  5.665
 86 142  0.211  -1734.472  -4.4  -8.4 -13.22  -9.41  5.751  0.220  0.195  0.133  0.110  6.043  5.695
 86 144  0.244  -1743.249  -4.3  -8.9 -11.22 -12.46  5.781  0.252  0.230  0.143  0.123  6.083  5.726
 86 146  0.263  -1751.758  -4.2  -9.2 -10.36 -14.17  5.806  0.269  0.251  0.133  0.119  6.118  5.751
 86 148  0.275  -1759.903  -4.0  -9.6  -9.85 -15.28  5.828  0.281  0.265  0.114  0.106  6.151  5.773
 86 150  0.282  -1767.617  -3.7  -9.9  -9.81 -15.88  5.847  0.287  0.274  0.092  0.090  6.182  5.792
 86 152  0.278  -1774.865  -3.5 -10.2 -11.62 -15.78  5.860  0.284  0.269  0.065  0.069  6.210  5.805
 86 154  0.269  -1781.793  -3.4 -10.5 -13.12 -15.27  5.870  0.275  0.259  0.038  0.048  6.235  5.815
 86 156  0.259  -1788.474  -3.3 -10.8 -13.52 -14.63  5.880  0.266  0.248  0.014  0.028  6.260  5.826
 86 158  0.250  -1794.886  -3.1 -11.1 -13.06 -14.02  5.891  0.257  0.238 -0.008  0.011  6.285  5.836
 86 160  0.239  -1800.957  -2.9 -11.4 -12.92 -13.33  5.900  0.246  0.227 -0.027 -0.003  6.310  5.845
 86 162  0.223  -1806.662  -2.8 -11.7 -14.56 -12.33  5.907  0.229  0.210 -0.041 -0.014  6.333  5.852
 86 164 -0.190  -1812.271  -2.9 -11.7 -19.54  -8.92  5.907 -0.196 -0.180 -0.001 -0.003  6.359  5.853
 86 166 -0.181  -1817.851  -2.7 -12.0 -19.42  -8.67  5.917 -0.186 -0.171 -0.012 -0.011  6.383  5.862
 86 168 -0.169  -1823.160  -2.6 -12.3 -19.58  -8.49  5.925 -0.174 -0.160 -0.023 -0.017  6.406  5.871
 86 170 -0.154  -1828.253  -2.5 -12.6 -19.52  -8.60  5.933 -0.159 -0.146 -0.033 -0.023  6.428  5.878
 86 172 -0.134  -1833.177  -2.4 -13.1 -19.43  -9.33  5.937 -0.139 -0.126 -0.037 -0.024  6.449  5.883
 86 174 -0.093  -1838.056  -2.5 -13.6 -21.59 -10.58  5.932 -0.097 -0.085 -0.027 -0.015  6.463  5.878
 86 176 -0.041  -1843.051  -2.5 -13.9 -23.46 -11.34  5.933 -0.043 -0.038 -0.009 -0.005  6.483  5.878
 86 178 -0.003  -1848.124  -2.5 -14.2 -20.68 -11.89  5.941 -0.003 -0.003  0.000  0.000  6.508  5.887
 86 180 -0.001  -1852.979  -2.4 -14.5 -15.46 -11.96  5.951 -0.001 -0.001  0.000  0.000  6.533  5.897
 86 182  0.000  -1857.590  -2.2 -14.8  -8.90 -12.02  5.960  0.000  0.000  0.000  0.000  6.559  5.906
