
   The included below is "mass table" calculated with the DD-ME$\delta$ covariant 
energy density functional. It represent a part of the study of the global
performance of covariant energy density functionals and assesment of 
related systematic theoretical uncertainties. The major results of this
study are presented in the following publication: 

      S. E. Agbemava, A. V. Afanasjev, D. Ray and P. Ring,
     "Global performance of covariant energy density functionals: 
      Ground state observables of even-even nuclei and the estimate 
      of theoretical uncertainties", 
      Physical Review C 89, 054320 (2014)

with additional analysis provided in two follow-up publications 

      A.V.Afanasjev and S.E.Agbemava,
      "Covariant energy density functionals: Nuclear matter constraints 
       and global ground state properties"
      Phys. Rev. C 93, 054310 (2016)

      A.V. Afanasjev, S.E. Agbemava, D. Ray and P.Ring,
      "Neutron drip line: Single-particle degrees of freedom and
      pairing properties as sources of theoretical uncertainties"
      Phys. Rev. C 91, 014324 (2015).

 
  If you have questions, please, contact Anatoli Afanasjev at 
           Anatoli.Afanasjev@gmail.com

------------------------------------------------------------------------

  THE NOTATION OF THE OBSERVABLES INCLUDED INTO TABLE
 
  Z    - proton number
  N    - neutron number
 def   - equilibrium quadrupole deformation
  E    - total binding energy  (in MeV)
Lam_n  - neutron chemical potential  (in MeV)
Lam_p  - proton chemical potential (in MeV)
Ep_n   - neutron pairing energy  (in MeV)
Ep_p   - proton pairing energy  (in MeV)
Rc     - charge radius  (in fm)
B2_n   - neutron quadrupole deformation
B2_p   - proton quadrupole deformation
B4_n   - neutron hexadecapole deformation
B4_p   - neutron hexadecapole deformation
R2_n   - neutron mass radius (in fm)
R2_p   - proton mass radius (in fm)

c --------------------------------------------------------------------------
    This part of Fortran subroutine shows the formating used in the reading
    of the data from the table. 
  
     icount=1686
      do i=1,icount
        read(20,805) Z,N,def,E,ALam_n,ALam_p,Ep_n,Ep_p,Rc,
     *                B2_n,B2_p,B4_n,B4_p,R2_n,R2_p
      enddo
 86 160  0.233  -1801.615  -2.9 -11.4  -4.70 -13.02  5.878  0.239  0.223 -0.033 -0.017  6.139  5.823
 86 162  0.227  -1807.257  -2.6 -11.8  -2.22 -12.82  5.891  0.232  0.217 -0.054 -0.034  6.160  5.836
 86 164  0.186  -1812.469  -2.6 -12.5  -5.42 -10.59  5.887  0.192  0.174 -0.035 -0.020  6.166  5.832
 86 166  0.169  -1817.310  -2.4 -12.9  -7.39 -10.77  5.893  0.174  0.158 -0.041 -0.023  6.185  5.838
 86 168  0.150  -1821.962  -2.3 -13.4  -8.58 -11.23  5.898  0.155  0.140 -0.045 -0.026  6.203  5.843
 86 170  0.134  -1826.562  -2.3 -13.7  -8.21 -11.80  5.904  0.138  0.124 -0.051 -0.032  6.222  5.850
 86 172  0.120  -1831.056  -2.2 -14.1  -6.33 -12.31  5.911  0.124  0.111 -0.061 -0.039  6.242  5.857
 86 174  0.107  -1835.230  -2.0 -14.4  -4.32 -12.58  5.917  0.111  0.099 -0.068 -0.043  6.263  5.863
 86 176 -0.087  -1839.506  -2.2 -14.6  -7.81 -11.75  5.921 -0.092 -0.078 -0.016 -0.010  6.279  5.866
 86 178 -0.059  -1843.729  -2.1 -14.9  -7.22 -12.29  5.924 -0.063 -0.051 -0.014 -0.008  6.298  5.870
 86 180  0.003  -1847.878  -2.1 -15.2  -7.54 -12.80  5.928  0.004  0.003  0.000  0.000  6.321  5.873
 86 182  0.001  -1851.890  -1.9 -15.4  -4.25 -12.67  5.934  0.001  0.000  0.000  0.000  6.346  5.880
 86 184  0.000  -1855.620  -0.7 -15.6   0.00 -12.55  5.940  0.000  0.000  0.000  0.000  6.372  5.886
 88 110  0.169  -1513.005 -10.3   0.2  -6.07  -2.42  5.553  0.177  0.159  0.005  0.009  5.531  5.495
 88 112  0.154  -1533.165 -10.0  -0.3  -7.05  -2.19  5.559  0.161  0.145 -0.007 -0.001  5.549  5.501
 88 114  0.138  -1552.836  -9.7  -0.9  -7.16  -2.88  5.566  0.143  0.131 -0.018 -0.010  5.567  5.508
 88 116  0.123  -1572.124  -9.5  -1.5  -5.82  -3.98  5.574  0.127  0.118 -0.031 -0.022  5.585  5.516
 88 118  0.110  -1590.890  -9.2  -2.0  -3.41  -4.80  5.581  0.113  0.105 -0.042 -0.031  5.604  5.523
 88 120  0.069  -1609.074  -9.1  -2.4  -5.55  -5.73  5.585  0.070  0.068 -0.020 -0.016  5.618  5.527
 88 122 -0.029  -1627.230  -9.0  -2.7  -4.19  -7.75  5.591 -0.030 -0.028 -0.005 -0.004  5.635  5.533
 88 124  0.004  -1644.910  -8.6  -3.1  -2.48  -8.13  5.598  0.004  0.004  0.000  0.000  5.653  5.540
 88 126  0.000  -1661.681  -8.6  -3.5   0.00  -8.19  5.605  0.000  0.001  0.000  0.000  5.673  5.548
 88 128  0.002  -1673.939  -6.1  -4.1  -4.28  -8.25  5.625  0.002  0.002  0.000  0.000  5.702  5.567
 88 130  0.029  -1685.984  -6.1  -4.6  -5.92  -7.76  5.644  0.029  0.031  0.006  0.006  5.730  5.587
 88 132  0.066  -1698.158  -6.0  -5.1  -3.72  -5.80  5.664  0.065  0.069  0.017  0.016  5.759  5.608
 88 134  0.065  -1709.803  -5.7  -5.8  -3.74  -6.09  5.682  0.063  0.067  0.003  0.003  5.785  5.626
 88 136  0.007  -1720.993  -5.6  -6.4  -5.65  -8.75  5.698  0.007  0.007  0.000  0.000  5.808  5.642
 88 138 -0.001  -1732.131  -5.0  -6.9   0.00  -9.00  5.717 -0.001 -0.001  0.000  0.000  5.832  5.661
 88 140 -0.003  -1741.106  -4.5  -7.3  -7.23  -9.05  5.728 -0.003 -0.003  0.000  0.000  5.858  5.672
 88 142 -0.006  -1749.728  -4.3  -7.7 -11.44  -9.11  5.740 -0.006 -0.006  0.000  0.000  5.884  5.684
 88 144  0.222  -1759.258  -4.9  -7.8  -5.59 -10.89  5.785  0.227  0.213  0.122  0.106  5.948  5.730
 88 146  0.245  -1768.818  -4.7  -8.2  -4.38 -12.64  5.809  0.250  0.237  0.122  0.109  5.980  5.754
 88 148  0.260  -1777.930  -4.4  -8.6  -3.80 -13.67  5.829  0.264  0.252  0.110  0.101  6.009  5.774
 88 150  0.256  -1786.532  -4.2  -8.9  -4.28 -13.61  5.840  0.260  0.247  0.087  0.082  6.030  5.785
 88 152  0.239  -1794.742  -4.0  -9.2  -4.42 -12.82  5.847  0.245  0.229  0.063  0.058  6.046  5.792
 88 154  0.236  -1802.427  -3.7  -9.6  -5.07 -12.73  5.860  0.242  0.225  0.040  0.039  6.069  5.805
 88 156  0.233  -1809.675  -3.6  -9.9  -5.84 -12.71  5.872  0.239  0.221  0.017  0.021  6.092  5.817
 88 158  0.225  -1816.628  -3.4 -10.2  -6.29 -12.35  5.881  0.232  0.213 -0.005  0.005  6.114  5.826
 88 160  0.184  -1823.444  -3.4 -10.7  -8.34  -8.13  5.878  0.193  0.169  0.000  0.005  6.120  5.824
 88 162  0.178  -1830.091  -3.3 -11.1  -6.92  -7.81  5.889  0.186  0.163 -0.016 -0.007  6.141  5.835
 88 164  0.172  -1836.391  -3.0 -11.5  -4.89  -7.65  5.900  0.180  0.157 -0.031 -0.019  6.162  5.846
 88 166  0.155  -1842.106  -2.8 -12.0  -6.96  -7.15  5.907  0.162  0.141 -0.036 -0.023  6.180  5.852
 88 168  0.139  -1847.606  -2.7 -12.4  -7.85  -7.20  5.914  0.146  0.128 -0.041 -0.027  6.199  5.860
 88 170  0.126  -1853.006  -2.7 -12.8  -7.15  -7.53  5.923  0.132  0.115 -0.050 -0.033  6.219  5.868
 88 172  0.116  -1858.213  -2.5 -13.2  -5.29  -7.88  5.931  0.121  0.106 -0.060 -0.040  6.240  5.877
 88 174  0.105  -1863.024  -2.3 -13.5  -3.40  -8.14  5.938  0.110  0.096 -0.069 -0.045  6.262  5.884
 88 176 -0.069  -1867.704  -2.5 -13.8  -7.58  -9.72  5.941 -0.074 -0.059 -0.009 -0.006  6.275  5.887
 88 178 -0.050  -1872.589  -2.4 -14.1  -6.43  -9.95  5.947 -0.054 -0.043 -0.011 -0.007  6.296  5.893
 88 180  0.004  -1877.257  -2.3 -14.4  -6.35 -10.51  5.952  0.005  0.004 -0.001  0.000  6.319  5.898
 88 182  0.001  -1881.729  -2.2 -14.6  -3.66 -10.46  5.958  0.001  0.000  0.000  0.000  6.344  5.905
 88 184  0.000  -1885.907  -1.0 -14.8   0.00 -10.42  5.965  0.000 -0.001  0.000  0.000  6.370  5.911
 90 114  0.128  -1553.486 -10.4   0.5  -7.24  -0.46  5.597  0.135  0.120 -0.039 -0.035  5.582  5.539
 90 116  0.117  -1574.053 -10.1   0.0  -5.36  -0.02  5.604  0.122  0.110 -0.047 -0.041  5.600  5.546
 90 118  0.110  -1593.892  -9.6  -1.6  -1.95   0.00  5.611  0.115  0.104 -0.055 -0.047  5.618  5.554
 90 120  0.014  -1612.947  -9.8  -1.6  -5.34  -5.79  5.614  0.014  0.013  0.000  0.000  5.630  5.556
 90 122  0.008  -1632.047  -9.4  -2.0  -4.14  -5.85  5.621  0.008  0.008  0.000  0.000  5.648  5.563
 90 124  0.003  -1650.381  -9.0  -2.3  -2.41  -5.91  5.627  0.003  0.003  0.000  0.000  5.666  5.570
 90 126  0.000  -1667.832  -9.0  -2.6   0.00  -6.00  5.635  0.000  0.001  0.000  0.000  5.685  5.578
 90 128  0.002  -1681.259  -6.7  -3.2  -4.34  -5.97  5.654  0.001  0.002  0.000  0.000  5.713  5.597
 90 130  0.010  -1694.532  -6.6  -3.8  -6.74  -5.89  5.672  0.010  0.011  0.000  0.000  5.741  5.616
 90 132  0.035  -1707.547  -6.5  -4.3  -6.49  -5.32  5.691  0.034  0.035  0.002  0.002  5.768  5.634
 90 134  0.041  -1720.376  -6.3  -4.9  -5.51  -5.01  5.709  0.040  0.041 -0.003 -0.004  5.794  5.653
 90 136 -0.002  -1732.948  -6.2  -5.5  -5.37  -6.04  5.726 -0.002 -0.002  0.000  0.000  5.818  5.670
 90 138 -0.001  -1745.218  -5.5  -6.1  -0.01  -6.11  5.744 -0.001 -0.001  0.000  0.000  5.842  5.688
 90 140 -0.001  -1754.891  -4.8  -6.5  -7.05  -6.17  5.756 -0.001 -0.001  0.000  0.000  5.868  5.700
 90 142 -0.003  -1764.311  -4.7  -6.9 -11.46  -6.23  5.768 -0.003 -0.003  0.000  0.000  5.893  5.712
 90 144  0.237  -1773.932  -5.4  -6.9  -4.58 -11.06  5.817  0.239  0.232  0.137  0.126  5.959  5.762
 90 146  0.254  -1784.363  -5.1  -7.4  -3.76 -12.10  5.838  0.257  0.249  0.132  0.124  5.989  5.783
 90 148  0.268  -1794.290  -4.8  -7.8  -2.97 -13.05  5.857  0.270  0.263  0.119  0.115  6.017  5.802
 90 150  0.261  -1803.539  -4.5  -8.1  -3.98 -13.34  5.866  0.264  0.256  0.096  0.095  6.037  5.812
 90 152  0.244  -1812.398  -4.3  -8.4  -4.07 -13.35  5.873  0.248  0.237  0.071  0.071  6.052  5.818
 90 154  0.239  -1820.726  -4.1  -8.7  -4.69 -13.73  5.885  0.244  0.231  0.047  0.050  6.074  5.830
 90 156  0.233  -1828.579  -3.9  -9.0  -5.85 -13.88  5.895  0.239  0.224  0.024  0.031  6.096  5.840
 90 158  0.190  -1836.215  -3.8  -9.3  -8.50 -10.39  5.891  0.198  0.177  0.021  0.022  6.103  5.837
 90 160  0.176  -1843.820  -3.8  -9.7  -8.40  -8.88  5.899  0.184  0.162  0.003  0.006  6.121  5.845
 90 162  0.169  -1851.235  -3.6 -10.0  -7.24  -7.61  5.909  0.177  0.153 -0.016 -0.010  6.141  5.854
 90 164  0.161  -1858.336  -3.4 -10.4  -5.69  -6.15  5.918  0.170  0.144 -0.031 -0.022  6.162  5.864
 90 166  0.142  -1864.988  -3.3 -10.7  -7.65  -3.37  5.924  0.151  0.126 -0.038 -0.029  6.179  5.870
 90 168  0.128  -1871.435  -3.2 -11.1  -7.98  -1.63  5.932  0.135  0.114 -0.044 -0.034  6.198  5.878
 90 170  0.117  -1877.697  -3.1 -11.5  -6.84  -0.82  5.941  0.124  0.105 -0.052 -0.039  6.218  5.887
 90 172  0.110  -1883.638  -2.9 -11.8  -5.00  -0.47  5.950  0.116  0.099 -0.061 -0.045  6.240  5.896
 90 174  0.100  -1889.080  -2.6 -12.2  -3.93  -0.69  5.958  0.105  0.091 -0.067 -0.047  6.261  5.904
 90 176 -0.039  -1894.521  -2.8 -13.0  -8.54  -6.92  5.963 -0.042 -0.032 -0.003 -0.002  6.273  5.909
 90 178  0.009  -1899.996  -2.7 -13.3  -7.78  -7.13  5.970  0.010  0.008 -0.001 -0.001  6.295  5.916
 90 180  0.003  -1905.188  -2.5 -13.5  -5.90  -7.15  5.976  0.004  0.003  0.000  0.000  6.319  5.923
 90 182  0.001  -1910.067  -2.4 -13.7  -3.49  -7.16  5.983  0.001  0.000  0.000  0.000  6.344  5.929
 90 184  0.000  -1914.633  -1.3 -13.9   0.00  -7.16  5.989  0.000  0.000 -0.001  0.000  6.369  5.935
 90 186 -0.001  -1915.120  -0.3 -14.3  -5.07  -7.27  6.009 -0.001 -0.001  0.000  0.000  6.393  5.955
 90 188 -0.002  -1915.595  -0.3 -14.7  -8.73  -7.36  6.029 -0.002 -0.003  0.000  0.000  6.417  5.975
 90 190 -0.007  -1916.065  -0.2 -15.1 -11.14  -7.44  6.048 -0.007 -0.008  0.000  0.000  6.440  5.995
 90 192  0.027  -1916.517  -0.2 -15.5 -11.47  -7.28  6.068  0.027  0.028  0.003  0.002  6.463  6.015
 90 194  0.000  -1916.908  -0.2 -15.9 -13.11  -7.68  6.087  0.000  0.000  0.000  0.000  6.485  6.034
 90 196 -0.002  -1917.239  -0.1 -16.3 -12.63  -7.80  6.105 -0.001 -0.002  0.000  0.000  6.506  6.053
 90 198  0.000  -1917.359   0.0 -16.7 -12.47  -7.92  6.122  0.000  0.000  0.000  0.000  6.530  6.070
 90 204  0.223  -1917.485  -0.2 -16.8  -6.68 -15.46  6.188  0.226  0.215  0.160  0.127  6.657  6.136
 90 206  0.235  -1917.734   0.0 -17.1  -6.33 -16.12  6.206  0.239  0.227  0.153  0.126  6.684  6.154
 92 118  0.003  -1594.541 -10.6   0.4  -7.83   0.00  5.634  0.003  0.002  0.000  0.000  5.625  5.577
 92 120  0.002  -1615.347 -10.2   0.0  -4.39   0.00  5.643  0.002  0.002  0.000  0.000  5.643  5.586
 92 122  0.002  -1635.168  -9.7  -0.4  -3.89   0.00  5.649  0.003  0.002  0.000  0.000  5.661  5.592
 92 124  0.002  -1654.190  -9.3  -0.8  -2.40   0.00  5.656  0.002  0.002  0.000  0.000  5.678  5.599
 92 126  0.000  -1672.262  -9.3  -1.1   0.00   0.00  5.663  0.000  0.000  0.000  0.000  5.696  5.606
 92 128  0.001  -1686.929  -7.3  -1.7  -4.45   0.00  5.682  0.001  0.001  0.000  0.000  5.725  5.625
 92 130  0.002  -1701.336  -7.2  -2.2  -6.93   0.00  5.700  0.002  0.002  0.000  0.000  5.752  5.644
 92 132  0.003  -1715.522  -7.0  -2.7  -7.87   0.00  5.718  0.003  0.002  0.000  0.000  5.778  5.662
 92 134 -0.002  -1729.487  -6.9  -3.3  -7.37  -0.01  5.735 -0.002 -0.002  0.000  0.000  5.804  5.679
 92 136 -0.001  -1743.205  -6.8  -3.8  -5.16   0.00  5.753 -0.001 -0.001  0.000  0.000  5.829  5.697
 92 138  0.001  -1756.550  -6.0  -6.4   0.00   0.00  5.770  0.001  0.001  0.000  0.000  5.852  5.714
 92 140 -0.001  -1767.039  -5.2  -4.7  -6.91   0.00  5.782 -0.001 -0.001  0.000  0.000  5.878  5.726
 92 142 -0.001  -1777.248  -5.1  -5.1 -11.44   0.00  5.794 -0.002 -0.001  0.000  0.000  5.902  5.739
 92 144 -0.002  -1787.242  -5.0  -5.5 -14.81   0.00  5.807 -0.002 -0.002  0.000  0.000  5.926  5.751
 92 146  0.263  -1798.298  -5.5  -6.5  -3.40 -10.33  5.866  0.264  0.262  0.141  0.139  5.998  5.812
 92 148  0.276  -1809.045  -5.2  -6.9  -2.10 -11.37  5.885  0.277  0.275  0.128  0.129  6.026  5.831
 92 150  0.268  -1818.925  -4.8  -7.3  -3.78 -12.19  5.894  0.269  0.266  0.105  0.108  6.044  5.839
 92 152  0.251  -1828.429  -4.7  -7.6  -3.82 -13.06  5.900  0.253  0.247  0.079  0.083  6.060  5.846
 92 154  0.246  -1837.415  -4.4  -7.9  -4.21 -14.00  5.912  0.249  0.241  0.054  0.061  6.081  5.857
 92 156  0.239  -1845.869  -4.2  -8.3  -5.55 -14.58  5.921  0.243  0.233  0.031  0.040  6.102  5.867
 92 158  0.207  -1854.057  -4.1  -8.5  -7.88 -12.90  5.921  0.212  0.198  0.024  0.030  6.113  5.867
 92 160  0.187  -1862.240  -4.1  -8.8  -7.78 -11.88  5.927  0.193  0.177  0.009  0.015  6.129  5.873
 92 162  0.179  -1870.254  -4.0  -9.1  -6.45 -11.40  5.937  0.186  0.167 -0.011 -0.002  6.148  5.883
 92 164  0.172  -1877.960  -3.7  -9.4  -3.92 -10.99  5.947  0.179  0.159 -0.028 -0.017  6.168  5.893
 92 166  0.000  -1885.468  -3.8  -9.9 -13.31   0.00  5.940  0.000  0.000  0.000  0.000  6.164  5.886
 92 168  0.000  -1892.956  -3.7 -10.3 -12.45   0.00  5.951  0.000  0.000  0.000  0.000  6.185  5.897
 92 170  0.002  -1900.137  -3.5 -10.6 -11.56   0.00  5.961  0.002  0.001 -0.001 -0.001  6.207  5.907
 92 172  0.004  -1906.991  -3.4 -10.9 -10.61   0.00  5.971  0.005  0.003 -0.001  0.000  6.229  5.917
 92 174  0.000  -1913.522  -3.2 -11.1  -9.70  -0.01  5.979  0.000  0.000  0.000  0.000  6.252  5.925
 92 176  0.005  -1919.777  -3.1 -11.4  -8.67   0.00  5.986  0.006  0.004  0.000  0.000  6.274  5.932
 92 178  0.004  -1925.718  -2.9 -11.6  -7.26  -0.01  5.993  0.005  0.003  0.000  0.000  6.297  5.939
 92 180  0.002  -1931.332  -2.7 -11.8  -5.58  -0.01  5.999  0.003  0.001  0.000  0.000  6.320  5.946
 92 182  0.001  -1936.606  -2.6 -12.0  -3.39   0.00  6.006  0.001  0.000  0.000  0.000  6.345  5.952
 92 184  0.000  -1941.546  -2.9 -12.3   0.00  -0.04  6.012  0.000  0.000 -0.001  0.000  6.369  5.958
 92 186 -0.001  -1942.887  -0.7 -12.7  -4.93  -0.01  6.032 -0.001 -0.001  0.000  0.000  6.393  5.979
 92 188 -0.001  -1944.204  -0.7 -13.1  -8.36  -0.02  6.052 -0.001 -0.001  0.000  0.000  6.415  5.999
 92 190  0.001  -1945.488  -0.7 -13.5 -10.52   0.00  6.071  0.001  0.001  0.000  0.000  6.438  6.019
 92 192 -0.002  -1946.778  -0.6 -13.9 -11.57   0.00  6.091 -0.002 -0.002  0.000  0.000  6.460  6.038
 92 194 -0.001  -1948.003  -0.6 -14.3 -11.43   0.00  6.110 -0.001 -0.002  0.000  0.000  6.481  6.057
 92 196 -0.001  -1949.127  -0.5 -14.7 -10.05  -0.01  6.129 -0.001 -0.001  0.000  0.000  6.503  6.076
 92 198  0.000  -1949.988  -0.3 -15.0  -8.50   0.00  6.147  0.000  0.000  0.000  0.000  6.525  6.094
 92 200  0.000  -1950.284  -0.1 -15.3 -12.03  -0.04  6.159  0.000  0.000  0.000  0.000  6.550  6.106
 92 202  0.000  -1950.271   0.0 -15.5 -15.91  -0.02  6.169  0.000  0.000  0.000  0.000  6.575  6.117
 92 204  0.227  -1950.400  -0.5 -16.0  -5.56 -14.90  6.214  0.229  0.224  0.166  0.138  6.653  6.162
 92 206  0.238  -1951.209  -0.3 -16.3  -5.66 -15.37  6.230  0.240  0.234  0.158  0.134  6.679  6.178
 92 208  0.246  -1951.646  -0.2 -16.6  -6.33 -15.97  6.246  0.249  0.242  0.145  0.127  6.704  6.194
 92 210  0.249  -1951.772   0.0 -16.9  -7.68 -16.54  6.259  0.252  0.243  0.126  0.114  6.729  6.208
 94 126  0.000  -1672.311  -9.7   0.3   0.00  -8.06  5.692  0.000  0.000  0.000  0.000  5.707  5.636
 94 128 -0.001  -1687.967  -7.8  -0.2  -4.53  -8.00  5.711 -0.001 -0.001  0.000  0.000  5.735  5.655
 94 130 -0.004  -1703.328  -7.6  -0.7  -7.01  -7.92  5.729 -0.004 -0.004  0.000  0.000  5.762  5.673
 94 132 -0.005  -1718.481  -7.5  -1.2  -7.92  -7.82  5.747 -0.004 -0.005  0.000  0.000  5.788  5.691
 94 134  0.000  -1733.427  -7.4  -1.7  -7.38  -7.70  5.765  0.000  0.000  0.000  0.000  5.814  5.709
 94 136 -0.003  -1748.193  -7.3  -2.1  -5.11  -7.54  5.782 -0.002 -0.003  0.000  0.000  5.838  5.726
 94 138  0.000  -1762.513  -6.5  -2.6   0.00  -7.38  5.799  0.000  0.000  0.000  0.000  5.862  5.744
 94 140 -0.002  -1773.863  -5.6  -3.1  -6.83  -7.47  5.811 -0.002 -0.002  0.000  0.000  5.887  5.756
 94 142  0.254  -1785.551  -6.5  -4.7  -4.60  -6.58  5.864  0.251  0.259  0.169  0.169  5.957  5.809
 94 144  0.259  -1798.343  -6.3  -5.2  -3.75  -7.20  5.878  0.257  0.263  0.156  0.157  5.981  5.823
 94 146  0.270  -1810.516  -5.9  -5.6  -3.30  -7.89  5.894  0.269  0.272  0.146  0.148  6.007  5.840
 94 148  0.283  -1822.104  -5.6  -6.1  -1.23  -9.03  5.912  0.282  0.284  0.134  0.138  6.034  5.858
 94 150  0.273  -1832.645  -5.2  -6.4  -3.77 -10.43  5.920  0.272  0.273  0.110  0.117  6.052  5.866
 94 152  0.257  -1842.849  -5.0  -6.8  -3.68 -11.90  5.927  0.257  0.256  0.085  0.092  6.068  5.873
 94 154  0.252  -1852.538  -4.7  -7.2  -3.74 -13.29  5.938  0.254  0.251  0.060  0.069  6.088  5.884
 94 156  0.247  -1861.611  -4.5  -7.5  -5.25 -14.32  5.948  0.249  0.244  0.036  0.049  6.110  5.894
 94 158  0.236  -1870.367  -4.4  -7.8  -6.34 -14.83  5.956  0.239  0.232  0.014  0.029  6.129  5.902
 94 160  0.202  -1879.047  -4.3  -8.0  -7.35 -13.65  5.957  0.206  0.196  0.013  0.025  6.138  5.903
 94 162  0.192  -1887.621  -4.2  -8.3  -5.87 -13.87  5.965  0.196  0.185 -0.006  0.007  6.156  5.912
 94 164  0.185  -1895.925  -3.9  -8.6  -2.35 -14.13  5.975  0.190  0.176 -0.026 -0.011  6.176  5.921
 94 166  0.160  -1903.433  -3.8  -8.8  -5.77 -13.53  5.980  0.165  0.151 -0.030 -0.017  6.191  5.926
 94 168  0.124  -1910.930  -3.8  -9.0  -7.52 -11.81  5.983  0.130  0.114 -0.024 -0.014  6.204  5.929
 94 170 -0.074  -1918.839  -3.8  -9.2  -9.18  -6.74  5.991 -0.078 -0.067  0.024  0.019  6.216  5.937
 94 172 -0.067  -1926.271  -3.6  -9.4  -8.28  -7.20  5.999 -0.071 -0.060  0.018  0.015  6.237  5.946
 94 174 -0.054  -1933.360  -3.5  -9.6  -7.74  -7.78  6.007 -0.057 -0.048  0.009  0.008  6.257  5.953
 94 176 -0.046  -1940.110  -3.3  -9.9  -6.76  -8.14  6.014 -0.049 -0.040  0.003  0.004  6.278  5.960
 94 178  0.012  -1946.528  -3.2 -10.0  -6.69  -8.66  6.019  0.013  0.010 -0.001 -0.001  6.299  5.966
 94 180  0.005  -1952.629  -3.0 -10.3  -5.34  -8.80  6.025  0.005  0.004  0.000  0.000  6.322  5.972
 94 182  0.001  -1958.385  -2.8 -10.5  -3.34  -8.92  6.031  0.001  0.001  0.000  0.000  6.345  5.978
 94 184  0.000  -1963.796  -3.2 -10.7   0.00  -9.03  6.037  0.000 -0.001  0.000  0.000  6.369  5.984
 94 186 -0.001  -1965.933  -1.1 -11.1  -4.92  -9.02  6.057 -0.001 -0.001  0.000  0.000  6.392  6.004
 94 188 -0.003  -1968.033  -1.1 -11.5  -8.23  -9.00  6.077 -0.003 -0.004  0.000  0.000  6.415  6.024
 94 190  0.000  -1970.082  -1.0 -11.9 -10.29  -8.98  6.097  0.000  0.000  0.000  0.000  6.438  6.044
 94 192  0.016  -1972.139  -1.0 -12.3 -10.65  -8.89  6.117  0.016  0.017  0.001  0.001  6.460  6.064
 94 194  0.000  -1974.134  -1.0 -12.7 -10.69  -8.90  6.136  0.000  0.000  0.000  0.000  6.481  6.084
 94 196 -0.001  -1976.051  -0.9 -13.1  -8.80  -8.82  6.155 -0.001 -0.002  0.000  0.000  6.502  6.103
 94 198  0.000  -1977.666  -0.6 -13.4  -5.89  -8.78  6.174  0.000  0.000  0.000  0.000  6.523  6.122
 94 200  0.000  -1978.496  -0.4 -13.7 -10.68  -8.89  6.185  0.000  0.000  0.000  0.000  6.548  6.133
 94 202  0.214  -1979.860  -1.0 -14.9  -6.68 -13.55  6.219  0.214  0.213  0.167  0.141  6.623  6.167
 94 204  0.230  -1981.701  -0.8 -15.2  -4.86 -13.75  6.238  0.230  0.229  0.170  0.145  6.650  6.186
 94 206  0.240  -1983.074  -0.6 -15.5  -5.35 -14.19  6.253  0.240  0.239  0.160  0.140  6.675  6.202
 94 208  0.248  -1984.090  -0.4 -15.8  -5.58 -14.78  6.269  0.249  0.246  0.148  0.132  6.699  6.218
 94 210  0.249  -1984.742  -0.3 -16.1  -6.93 -15.45  6.282  0.250  0.246  0.129  0.117  6.721  6.230
 94 212  0.251  -1985.152  -0.2 -16.3  -7.79 -16.14  6.294  0.253  0.246  0.109  0.104  6.745  6.243
 94 214  0.255  -1985.380  -0.1 -16.6  -7.92 -16.95  6.307  0.258  0.249  0.090  0.091  6.770  6.256
 94 216  0.259  -1985.453   0.0 -16.8  -6.85 -17.90  6.320  0.262  0.253  0.072  0.078  6.795  6.270
 96 130 -0.036  -1703.994  -8.2   0.0  -5.67 -12.23  5.758 -0.035 -0.039  0.007  0.008  5.773  5.703
 96 132  0.065  -1720.395  -8.0  -0.7  -3.95 -11.25  5.778  0.063  0.069  0.023  0.026  5.801  5.722
 96 134  0.053  -1736.162  -7.8  -1.1  -4.55 -11.70  5.794  0.052  0.056  0.005  0.007  5.825  5.739
 96 136  0.009  -1751.717  -7.7  -1.4  -5.00 -12.36  5.810  0.009  0.010  0.000  0.000  5.848  5.754
 96 138  0.002  -1767.053  -8.5  -1.9   0.00 -12.11  5.827  0.001  0.002  0.000  0.000  5.872  5.772
 96 140  0.240  -1779.665  -7.2  -3.2  -4.87  -7.09  5.874  0.235  0.247  0.166  0.165  5.939  5.819
 96 142  0.253  -1793.918  -7.0  -3.7  -4.93  -6.99  5.890  0.248  0.259  0.160  0.160  5.965  5.835
 96 144  0.260  -1807.663  -6.7  -4.1  -3.67  -7.13  5.905  0.257  0.266  0.151  0.152  5.989  5.850
 96 146  0.273  -1820.708  -6.4  -4.6  -3.49  -7.35  5.921  0.270  0.277  0.143  0.145  6.016  5.867
 96 148  0.286  -1833.264  -6.0  -5.1  -0.48  -7.59  5.938  0.284  0.289  0.133  0.137  6.042  5.884
 96 150  0.273  -1844.583  -5.6  -5.5  -3.84  -9.11  5.945  0.272  0.276  0.110  0.116  6.059  5.891
 96 152  0.261  -1855.599  -5.4  -5.9  -3.59 -10.36  5.953  0.260  0.262  0.086  0.094  6.075  5.899
 96 154  0.258  -1866.066  -5.1  -6.3  -3.22 -11.93  5.965  0.257  0.258  0.061  0.072  6.096  5.911
 96 156  0.254  -1875.805  -4.8  -6.7  -4.95 -13.29  5.975  0.254  0.253  0.039  0.053  6.118  5.921
 96 158  0.247  -1885.183  -4.7  -7.0  -5.81 -14.42  5.984  0.248  0.246  0.015  0.032  6.138  5.930
